name	taxonomy_id	taxonomy_lvl	14_genus.bracken_num	14_genus.bracken_frac	17_genus.bracken_num	17_genus.bracken_frac	19_genus.bracken_num	19_genus.bracken_frac	20_genus.bracken_num	20_genus.bracken_frac	2126_genus.bracken_num	2126_genus.bracken_frac	22a_genus.bracken_num	22a_genus.bracken_frac	22b_genus.bracken_num	22b_genus.bracken_frac	25_genus.bracken_num	25_genus.bracken_frac	2621_genus.bracken_num	2621_genus.bracken_frac	27_genus.bracken_num	27_genus.bracken_frac	Stan_genus.bracken_num	Stan_genus.bracken_frac
Tulanevirus	2560244	G	0	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Mimasvirus	2560176	G	0	0.00000	7	0.00000	1	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	4	0.00000	2	0.00000	3	0.00000
Noxifervirus	2560190	G	0	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Libanvirus	2733110	G	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Busanvirus	2560109	G	0	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000
Marthavirus	1980936	G	0	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000
Rosemountvirus	2733127	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phabquatrovirus	2733123	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Emdodecavirus	1980937	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	9	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000
Metrivirus	2560175	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Pakpunavirus	1921407	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tijeunavirus	2560239	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Salmondvirus	2733130	G	0	0.00000	3	0.00000	1	0.00000	1	0.00000	0	0.00000	1	0.00000	4	0.00000	1	0.00000	7	0.00000	1	0.00000	1	0.00000
Bielevirus	2732974	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Salacisavirus	2733129	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Fletchervirus	1636618	G	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	1	0.00000	2	0.00000	1	0.00000
Pbunavirus	1198980	G	0	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000
Bendigovirus	2560099	G	0	0.00000	2	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phikzvirus	680115	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	29	0.00000	2	0.00000
Acionnavirus	2733086	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000
Winklervirus	2560256	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000
Baikalvirus	2733094	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ficleduovirus	2560131	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Loughboroughvirus	2733112	G	0	0.00000	1	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Eurybiavirus	2733104	G	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	3	0.00000	2	0.00000	2	0.00000	1	0.00000	0	0.00000	1	0.00000
Phapecoctavirus	2733124	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Jilinvirus	1918725	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Biquartavirus	1912143	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000
Chakrabartyvirus	2560113	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nankokuvirus	1925779	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saclayvirus	2733128	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000
Erskinevirus	2169623	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000
Aphroditevirus	2560092	G	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Ilzatvirus	2560150	G	0	0.00000	72	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Betterkatzvirus	2560101	G	0	0.00000	56	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Bertelyvirus	2733152	G	0	0.00000	23	0.00000	1	0.00000	0	0.00000	0	0.00000	4	0.00000	8	0.00000	0	0.00000	2	0.00000	2	0.00000	1	0.00000
Shapirovirus	2733155	G	0	0.00000	7	0.00000	0	0.00000	8	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	3	0.00000	2	0.00000
Colossusvirus	2733153	G	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Poindextervirus	2733154	G	0	0.00000	2	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Lidleunavirus	2733161	G	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maenadvirus	2733162	G	0	0.00000	8	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Lenusvirus	2733160	G	0	0.00000	1	0.00000	1	0.00000	3	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000
Acadianvirus	1982897	G	0	0.00000	13	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Pegunavirus	1623295	G	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Timquatrovirus	1623306	G	0	0.00000	17	0.00000	15	0.00000	32	0.00000	1	0.00000	1	0.00000	10	0.00000	2	0.00000	17	0.00000	8	0.00000	3	0.00000
Samistivirus	2560220	G	0	0.00000	17	0.00000	0	0.00000	23	0.00000	5	0.00000	11	0.00000	43	0.00000	0	0.00000	3	0.00000	19	0.00000	1	0.00000
Woodruffvirus	1982745	G	0	0.00000	9	0.00000	6	0.00000	20	0.00000	4	0.00000	0	0.00000	3	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000
Cequinquevirus	1912760	G	0	0.00000	9	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sextaecvirus	1922243	G	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Ronaldovirus	2733205	G	0	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Squashvirus	2733215	G	0	0.00000	7	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Terapinvirus	2733216	G	0	0.00000	12	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Likavirus	1982880	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vojvodinavirus	2733220	G	0	0.00000	5	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Dhillonvirus	1623289	G	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Omegavirus	1623292	G	0	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Nyceiraevirus	2560192	G	0	0.00000	4	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Laroyevirus	1982086	G	0	0.00000	4	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	1	0.00000	1	0.00000
Phietavirus	1623298	G	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	1	0.00000	0	0.00000
Nanhaivirus	2560183	G	0	0.00000	4	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Vividuovirus	2560251	G	0	0.00000	3	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Slashvirus	1921709	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Nipunavirus	1982239	G	0	0.00000	3	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	1	0.00000	1	0.00000	0	0.00000
Pahexavirus	1982251	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Majavirus	2733191	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lomovskayavirus	308912	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nickievirus	2560188	G	0	0.00000	3	0.00000	4	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	7	0.00000	2	0.00000
Luckybarnesvirus	2733188	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kagunavirus	1910992	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corndogvirus	1623285	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00000	0	0.00000
Bridgettevirus	2733170	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Abidjanvirus	1982095	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pikminvirus	2560203	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000
Andromedavirus	1623275	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Patiencevirus	1982359	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Picardvirus	2733201	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saphexavirus	1623302	G	0	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	3	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wilnyevirus	2560255	G	0	0.00000	1	0.00000	233	0.00001	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gilesvirus	1982150	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonvirus	1982152	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kelleziovirus	1982236	G	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pepyhexavirus	1982367	G	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000
Daredevilvirus	2733172	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cronusvirus	2005059	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Papyrusvirus	1982554	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hendrixvirus	2169654	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Krampusvirus	2733184	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Samunavirus	2560221	G	0	0.00000	1	0.00000	0	0.00000	8	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000
Oneupvirus	2733200	G	0	0.00000	1	0.00000	8	0.00000	4	0.00000	1	0.00000	0	0.00000	0	0.00000	2	0.00000	5	0.00000	6	0.00000	0	0.00000
Gustavvirus	2560144	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Emalynvirus	2560127	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Seuratvirus	1921553	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mapvirus	1920750	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Twortvirus	1857846	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000
Wphvirus	1922327	G	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	15	0.00000	0	0.00000	1	0.00000
Pecentumvirus	1857844	G	0	0.00000	4	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Siminovitchvirus	1918721	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Schiekvirus	2732968	G	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lightbulbvirus	1918522	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Lessievirus	1720323	G	0	0.00000	6	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Jwalphavirus	2169642	G	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fipvunavirus	2560132	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Luzseptimavirus	1982594	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sortsnevirus	2733150	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shenzhenvirus	2732038	G	0	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jesfedecavirus	2560156	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00000	0	0.00000	0	0.00000
Novosibvirus	2560189	G	0	0.00000	2	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pogseptimavirus	2732037	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sugarlandvirus	2560233	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Teseptimavirus	110456	G	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Helsettvirus	2732684	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Drulisvirus	1920774	G	0	0.00000	6	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fussvirus	2731940	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gutovirus	2731673	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	1	0.00000
Uliginvirus	2731677	G	0	0.00000	15	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agtrevirus	2169532	G	0	0.00000	1	0.00000	0	0.00000	4	0.00000	1	0.00000	0	0.00000	1	0.00000	1	0.00000	4	0.00000	2	0.00000	1	0.00000
Webervirus	1920860	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	774	0.00005	0	0.00000	1	0.00000
Hanrivervirus	2560145	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Roseolovirus	40272	G	0	0.00000	4	0.00000	0	0.00000	2	0.00000	1	0.00000	1	0.00000	3	0.00000	1	0.00000	0	0.00000	2	0.00000	7	0.00000
Proboscivirus	548689	G	0	0.00000	1	0.00000	3	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	2	0.00000
Mardivirus	180252	G	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	2	0.00000
Simplexvirus	10294	G	0	0.00000	14	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	2	0.00000	1	0.00000	0	0.00000
Iltovirus	180255	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Macavirus	548687	G	0	0.00000	10	0.00000	8	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Rhadinovirus	10379	G	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Percavirus	548688	G	0	0.00000	2	0.00000	2	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lymphocryptovirus	10375	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Batrachovirus	692605	G	0	0.00000	4	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Ostreavirus	548686	G	0	0.00000	42	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Coccolithovirus	346673	G	0	0.00000	3	0.00000	6	0.00000	33	0.00000	1	0.00000	0	0.00000	9	0.00000	0	0.00000	6	0.00000	1	0.00000	0	0.00000
Raphidovirus	573012	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ranavirus	10492	G	0	0.00000	7	0.00000	7	0.00000	1	0.00000	1	0.00000	1	0.00000	2	0.00000	4	0.00000	6	0.00000	14	0.00000	2	0.00000
Lymphocystivirus	10494	G	0	0.00000	3	0.00000	1	0.00000	0	0.00000	1	0.00000	2	0.00000	9	0.00000	9	0.00000	8	0.00000	0	0.00000	4	0.00000
Iridovirus	10487	G	0	0.00000	6	0.00000	0	0.00000	9	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	5	0.00000	1	0.00000
Orthopoxvirus	10242	G	0	0.00000	9	0.00000	0	0.00000	3	0.00000	0	0.00000	2	0.00000	7	0.00000	6	0.00000	24	0.00000	0	0.00000	1	0.00000
Cervidpoxvirus	573055	G	0	0.00000	2	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Oryzopoxvirus	2733297	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000
Molluscipoxvirus	10278	G	0	0.00000	1	0.00000	6	0.00000	11	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	4	0.00000	2	0.00000	0	0.00000
Suipoxvirus	10275	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Betaentomopoxvirus	10286	G	0	0.00000	13	0.00000	3	0.00000	2	0.00000	1	0.00000	1	0.00000	1	0.00000	20	0.00000	6	0.00000	20	0.00000	0	0.00000
Asfivirus	39743	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Mastadenovirus	10509	G	0	0.00000	6	0.00000	0	0.00000	3	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	4	0.00000
Alphasphaerolipovirus	1714268	G	0	0.00000	169	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Dyochipapillomavirus	1918728	G	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Upsilonpapillomavirus	936058	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphapolyomavirus	1891713	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Iteradensovirus	40122	G	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Begomovirus	10814	G	0	0.00000	3	0.00000	1	0.00000	2	0.00000	1	0.00000	6	0.00000	10	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000
Becurtovirus	1298630	G	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Porprismacovirus	2169663	G	0	0.00000	32	0.00000	0	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
