name	taxonomy_id	taxonomy_lvl	14_family.bracken_num	14_family.bracken_frac	17_family.bracken_num	17_family.bracken_frac	19_family.bracken_num	19_family.bracken_frac	20_family.bracken_num	20_family.bracken_frac	2126_family.bracken_num	2126_family.bracken_frac	22a_family.bracken_num	22a_family.bracken_frac	22b_family.bracken_num	22b_family.bracken_frac	25_family.bracken_num	25_family.bracken_frac	2621_family.bracken_num	2621_family.bracken_frac	27_family.bracken_num	27_family.bracken_frac	Stan_family.bracken_num	Stan_family.bracken_frac
Lachnospiraceae	186803	F	6785737	0.27505	3875991	0.17888	4456319	0.20776	7913014	0.23179	2436430	0.27774	1795953	0.21152	4524806	0.22086	4874984	0.32809	3612171	0.24388	2760450	0.21334	2050382	0.20202
Ruminococcaceae	541000	F	5329997	0.21604	4284877	0.19776	5177811	0.24140	6012651	0.17612	2835533	0.32323	2743585	0.32312	6300245	0.30752	1969879	0.13257	3517938	0.23752	2553486	0.19734	1773819	0.17477
Clostridiales Family XIII. Incertae Sedis	543314	F	7916	0.00032	59774	0.00276	5025	0.00023	15689	0.00046	4331	0.00049	3088	0.00036	7314	0.00036	9863	0.00066	6664	0.00045	5628	0.00043	3816	0.00038
Clostridiales Family XVII. Incertae Sedis	539000	F	425	0.00002	4433	0.00020	1036	0.00005	1366	0.00004	362	0.00004	215	0.00003	444	0.00002	276	0.00002	1156	0.00008	629	0.00005	436	0.00004
Clostridiales Family XVI. Incertae Sedis	543347	F	202	0.00001	919	0.00004	255	0.00001	374	0.00001	108	0.00001	61	0.00001	145	0.00001	308	0.00002	231	0.00002	196	0.00002	161	0.00002
Peptostreptococcaceae	186804	F	347364	0.01408	296035	0.01366	148495	0.00692	332958	0.00975	121222	0.01382	79638	0.00938	198563	0.00969	210731	0.01418	362200	0.02445	114379	0.00884	95175	0.00938
Oscillospiraceae	216572	F	170982	0.00693	1091672	0.05038	514016	0.02396	212883	0.00624	160906	0.01834	53658	0.00632	125521	0.00613	258078	0.01737	236271	0.01595	387173	0.02992	250484	0.02468
Clostridiaceae	31979	F	118005	0.00478	155131	0.00716	71718	0.00334	420084	0.01231	52635	0.00600	56553	0.00666	140795	0.00687	114674	0.00772	102096	0.00689	69386	0.00536	48695	0.00480
Eubacteriaceae	186806	F	119202	0.00483	121854	0.00562	74913	0.00349	96364	0.00282	44474	0.00507	33421	0.00394	81801	0.00399	151288	0.01018	112151	0.00757	37808	0.00292	50314	0.00496
Christensenellaceae	990719	F	17912	0.00073	83087	0.00383	44640	0.00208	42037	0.00123	34884	0.00398	10492	0.00124	26169	0.00128	47216	0.00318	53407	0.00361	32167	0.00249	28474	0.00281
Hungateiclostridiaceae	2304686	F	17044	0.00069	45823	0.00211	9125	0.00043	14349	0.00042	6177	0.00070	5278	0.00062	12998	0.00063	21980	0.00148	11517	0.00078	11482	0.00089	6382	0.00063
Peptococcaceae	186807	F	10274	0.00042	25435	0.00117	7918	0.00037	13235	0.00039	4817	0.00055	4395	0.00052	10118	0.00049	9312	0.00063	10852	0.00073	11532	0.00089	5108	0.00050
Vallitaleaceae	2603322	F	2195	0.00009	2200	0.00010	1325	0.00006	2448	0.00007	760	0.00009	1838	0.00022	3936	0.00019	2422	0.00016	1768	0.00012	1024	0.00008	685	0.00007
Syntrophomonadaceae	68298	F	593	0.00002	1712	0.00008	430	0.00002	1044	0.00003	215	0.00002	238	0.00003	593	0.00003	500	0.00003	734	0.00005	381	0.00003	366	0.00004
Heliobacteriaceae	31984	F	599	0.00002	3646	0.00017	1093	0.00005	1044	0.00003	361	0.00004	454	0.00005	1181	0.00006	850	0.00006	1231	0.00008	884	0.00007	553	0.00005
Symbiobacteriaceae	543349	F	280	0.00001	2623	0.00012	553	0.00003	735	0.00002	262	0.00003	174	0.00002	344	0.00002	201	0.00001	552	0.00004	662	0.00005	328	0.00003
Thermoanaerobacterales Family III. Incertae Sedis	543371	F	4984	0.00020	7742	0.00036	2501	0.00012	5401	0.00016	1914	0.00022	2127	0.00025	5190	0.00025	4118	0.00028	3875	0.00026	3735	0.00029	2252	0.00022
Thermoanaerobacteraceae	186814	F	2823	0.00011	8123	0.00037	2230	0.00010	4135	0.00012	1088	0.00012	863	0.00010	2304	0.00011	2320	0.00016	2822	0.00019	2215	0.00017	1254	0.00012
Thermoanaerobacterales Family IV. Incertae Sedis	543372	F	482	0.00002	2048	0.00009	417	0.00002	686	0.00002	209	0.00002	277	0.00003	675	0.00003	469	0.00003	599	0.00004	503	0.00004	289	0.00003
Thermodesulfobiaceae	227387	F	91	0.00000	319	0.00001	65	0.00000	117	0.00000	40	0.00000	32	0.00000	90	0.00000	45	0.00000	82	0.00001	71	0.00001	49	0.00000
Halanaerobiaceae	972	F	1761	0.00007	1801	0.00008	837	0.00004	2315	0.00007	589	0.00007	344	0.00004	868	0.00004	1786	0.00012	1108	0.00007	1089	0.00008	725	0.00007
Halobacteroidaceae	53434	F	449	0.00002	1462	0.00007	149	0.00001	588	0.00002	128	0.00001	427	0.00005	1027	0.00005	413	0.00003	704	0.00005	223	0.00002	179	0.00002
Tepidanaerobacteraceae	2770092	F	527	0.00002	1930	0.00009	507	0.00002	843	0.00002	371	0.00004	331	0.00004	750	0.00004	769	0.00005	565	0.00004	739	0.00006	394	0.00004
Thermosediminibacteraceae	2770093	F	148	0.00001	1334	0.00006	185	0.00001	93	0.00000	115	0.00001	52	0.00001	122	0.00001	116	0.00001	187	0.00001	161	0.00001	122	0.00001
Natranaerobiaceae	485255	F	148	0.00001	192	0.00001	56	0.00000	272	0.00001	49	0.00001	44	0.00001	115	0.00001	41	0.00000	94	0.00001	99	0.00001	55	0.00001
Erysipelotrichaceae	128827	F	979224	0.03969	407215	0.01879	225410	0.01051	824879	0.02416	173236	0.01975	134434	0.01583	363431	0.01774	363075	0.02443	297945	0.02012	355022	0.02744	191810	0.01890
Streptococcaceae	1300	F	194781	0.00790	64862	0.00299	71095	0.00331	201500	0.00590	132913	0.01515	53630	0.00632	134029	0.00654	73366	0.00494	121604	0.00821	103755	0.00802	33540	0.00330
Enterococcaceae	81852	F	43882	0.00178	67932	0.00314	20448	0.00095	38219	0.00112	9516	0.00108	11196	0.00132	28690	0.00140	27539	0.00185	104630	0.00706	14557	0.00113	13764	0.00136
Lactobacillaceae	33958	F	22925	0.00093	36857	0.00170	19486	0.00091	32165	0.00094	60781	0.00693	8757	0.00103	21548	0.00105	24468	0.00165	19870	0.00134	15411	0.00119	11146	0.00110
Leuconostocaceae	81850	F	2918	0.00012	5187	0.00024	12610	0.00059	21038	0.00062	1233	0.00014	1377	0.00016	3559	0.00017	2555	0.00017	4237	0.00029	1944	0.00015	1099	0.00011
Carnobacteriaceae	186828	F	2094	0.00008	3856	0.00018	1329	0.00006	3554	0.00010	900	0.00010	885	0.00010	2208	0.00011	2725	0.00018	1966	0.00013	1678	0.00013	1063	0.00010
Aerococcaceae	186827	F	1429	0.00006	2223	0.00010	884	0.00004	2392	0.00007	525	0.00006	445	0.00005	1183	0.00006	1203	0.00008	1482	0.00010	902	0.00007	663	0.00007
Bacillaceae	186817	F	52330	0.00212	78413	0.00362	30366	0.00142	72755	0.00213	20750	0.00237	21146	0.00249	51809	0.00253	49184	0.00331	45664	0.00308	35990	0.00278	22577	0.00222
Paenibacillaceae	186822	F	87202	0.00353	188472	0.00870	63158	0.00294	126892	0.00372	31561	0.00360	30346	0.00357	72797	0.00355	106212	0.00715	84865	0.00573	55884	0.00432	40155	0.00396
Staphylococcaceae	90964	F	8798	0.00036	15518	0.00072	4744	0.00022	11113	0.00033	3051	0.00035	3633	0.00043	9760	0.00048	8396	0.00057	7809	0.00053	6114	0.00047	3931	0.00039
Planococcaceae	186818	F	11750	0.00048	11132	0.00051	4664	0.00022	16954	0.00050	3193	0.00036	4723	0.00056	8284	0.00040	8112	0.00055	10245	0.00069	5232	0.00040	5117	0.00050
Listeriaceae	186820	F	3159	0.00013	4392	0.00020	1663	0.00008	3941	0.00012	2694	0.00031	1214	0.00014	6579	0.00032	6194	0.00042	2456	0.00017	4639	0.00036	1770	0.00017
Alicyclobacillaceae	186823	F	1287	0.00005	9676	0.00045	3599	0.00017	2264	0.00007	695	0.00008	529	0.00006	1458	0.00007	1330	0.00009	1986	0.00013	1296	0.00010	805	0.00008
Thermoactinomycetaceae	186824	F	1009	0.00004	3341	0.00015	1213	0.00006	1310	0.00004	627	0.00007	445	0.00005	1038	0.00005	1069	0.00007	1290	0.00009	1119	0.00009	670	0.00007
Sporolactobacillaceae	186821	F	214	0.00001	463	0.00002	198	0.00001	398	0.00001	92	0.00001	63	0.00001	217	0.00001	193	0.00001	292	0.00002	305	0.00002	105	0.00001
Acidaminococcaceae	909930	F	286965	0.01163	437883	0.02021	187601	0.00875	324489	0.00950	87474	0.00997	85322	0.01005	219249	0.01070	363176	0.02444	16528	0.00112	55608	0.00430	69654	0.00686
Selenomonadaceae	1843491	F	6264	0.00025	19959	0.00092	6647	0.00031	10610	0.00031	3254	0.00037	2788	0.00033	6820	0.00033	127454	0.00858	8424	0.00057	5881	0.00045	155330	0.01530
Sporomusaceae	1843490	F	1199	0.00005	3793	0.00018	920	0.00004	1832	0.00005	539	0.00006	445	0.00005	1113	0.00005	1583	0.00011	1329	0.00009	1278	0.00010	648	0.00006
Veillonellaceae	31977	F	6991	0.00028	13520	0.00062	5319	0.00025	19085	0.00056	2365	0.00027	2907	0.00034	7364	0.00036	6256	0.00042	12333	0.00083	9658	0.00075	4320	0.00043
Peptoniphilaceae	1570339	F	6512	0.00026	11375	0.00052	4436	0.00021	8262	0.00024	2796	0.00032	2321	0.00027	5844	0.00029	5876	0.00040	5388	0.00036	4686	0.00036	3247	0.00032
Tissierellaceae	1737406	F	1064	0.00004	3382	0.00016	912	0.00004	1515	0.00004	886	0.00010	573	0.00007	1407	0.00007	1153	0.00008	1516	0.00010	1048	0.00008	724	0.00007
Gottschalkiaceae	2042895	F	1391	0.00006	4123	0.00019	999	0.00005	1761	0.00005	546	0.00006	572	0.00007	1436	0.00007	936	0.00006	1429	0.00010	1391	0.00011	695	0.00007
Limnochordaceae	1676650	F	509	0.00002	1716	0.00008	538	0.00003	711	0.00002	201	0.00002	68	0.00001	173	0.00001	307	0.00002	537	0.00004	426	0.00003	267	0.00003
Bifidobacteriaceae	31953	F	1183547	0.04797	43558	0.00201	1937870	0.09035	2754503	0.08069	562220	0.06409	13367	0.00157	33323	0.00163	437805	0.02946	401957	0.02714	1810328	0.13991	123260	0.01214
Actinomycetaceae	2049	F	31906	0.00129	22187	0.00102	20789	0.00097	22321	0.00065	7742	0.00088	6782	0.00080	15123	0.00074	6184	0.00042	10278	0.00069	7814	0.00060	4015	0.00040
Micrococcaceae	1268	F	8481	0.00034	22662	0.00105	8440	0.00039	10464	0.00031	3500	0.00040	4162	0.00049	9544	0.00047	6859	0.00046	14639	0.00099	6949	0.00054	3681	0.00036
Microbacteriaceae	85023	F	5482	0.00022	35837	0.00165	11233	0.00052	12875	0.00038	3954	0.00045	2757	0.00032	6707	0.00033	4176	0.00028	10668	0.00072	8399	0.00065	4978	0.00049
Brevibacteriaceae	85019	F	988	0.00004	3773	0.00017	1102	0.00005	2129	0.00006	414	0.00005	392	0.00005	958	0.00005	686	0.00005	1416	0.00010	887	0.00007	566	0.00006
Intrasporangiaceae	85021	F	541	0.00002	5554	0.00026	1582	0.00007	1961	0.00006	488	0.00006	313	0.00004	747	0.00004	382	0.00003	1578	0.00011	1002	0.00008	724	0.00007
Cellulomonadaceae	85016	F	466	0.00002	4672	0.00022	1289	0.00006	1369	0.00004	408	0.00005	339	0.00004	733	0.00004	283	0.00002	1171	0.00008	958	0.00007	579	0.00006
Dermabacteraceae	85020	F	366	0.00001	4626	0.00021	1086	0.00005	1402	0.00004	439	0.00005	188	0.00002	530	0.00003	315	0.00002	1252	0.00008	834	0.00006	664	0.00007
Dermacoccaceae	145357	F	305	0.00001	1833	0.00008	430	0.00002	579	0.00002	137	0.00002	109	0.00001	202	0.00001	222	0.00001	442	0.00003	268	0.00002	179	0.00002
Ruaniaceae	1331736	F	235	0.00001	1066	0.00005	291	0.00001	492	0.00001	117	0.00001	106	0.00001	240	0.00001	183	0.00001	445	0.00003	245	0.00002	169	0.00002
Promicromonosporaceae	85017	F	243	0.00001	2380	0.00011	684	0.00003	980	0.00003	270	0.00003	121	0.00001	328	0.00002	202	0.00001	626	0.00004	555	0.00004	366	0.00004
Dermatophilaceae	85018	F	139	0.00001	1501	0.00007	221	0.00001	417	0.00001	62	0.00001	58	0.00001	140	0.00001	102	0.00001	235	0.00002	202	0.00002	133	0.00001
Bogoriellaceae	145358	F	228	0.00001	919	0.00004	243	0.00001	379	0.00001	78	0.00001	73	0.00001	188	0.00001	141	0.00001	305	0.00002	259	0.00002	179	0.00002
Beutenbergiaceae	125316	F	132	0.00001	1277	0.00006	516	0.00002	368	0.00001	104	0.00001	108	0.00001	298	0.00001	112	0.00001	216	0.00001	314	0.00002	177	0.00002
Sanguibacteraceae	145360	F	56	0.00000	582	0.00003	230	0.00001	285	0.00001	90	0.00001	89	0.00001	248	0.00001	21	0.00000	301	0.00002	167	0.00001	137	0.00001
Jonesiaceae	85022	F	35	0.00000	173	0.00001	61	0.00000	81	0.00000	26	0.00000	73	0.00001	205	0.00001	51	0.00000	50	0.00000	80	0.00001	18	0.00000
Corynebacteriaceae	1653	F	5380	0.00022	30441	0.00140	8731	0.00041	12025	0.00035	3368	0.00038	2866	0.00034	7326	0.00036	5064	0.00034	9783	0.00066	6237	0.00048	4221	0.00042
Mycobacteriaceae	1762	F	3735	0.00015	25414	0.00117	11175	0.00052	11251	0.00033	2396	0.00027	1925	0.00023	4536	0.00022	3056	0.00021	8078	0.00055	5548	0.00043	3702	0.00036
Nocardiaceae	85025	F	2524	0.00010	14995	0.00069	4398	0.00021	6682	0.00020	1566	0.00018	1117	0.00013	2759	0.00013	1779	0.00012	5373	0.00036	3358	0.00026	2285	0.00023
Gordoniaceae	85026	F	498	0.00002	6083	0.00028	1204	0.00006	1455	0.00004	309	0.00004	425	0.00005	703	0.00003	621	0.00004	1343	0.00009	822	0.00006	568	0.00006
Dietziaceae	85029	F	270	0.00001	1284	0.00006	678	0.00003	230	0.00001	65	0.00001	81	0.00001	448	0.00002	222	0.00001	348	0.00002	503	0.00004	166	0.00002
Tsukamurellaceae	85028	F	91	0.00000	1112	0.00005	263	0.00001	744	0.00002	194	0.00002	57	0.00001	169	0.00001	89	0.00001	724	0.00005	171	0.00001	134	0.00001
Segniliparaceae	316606	F	20	0.00000	287	0.00001	81	0.00000	55	0.00000	16	0.00000	14	0.00000	57	0.00000	20	0.00000	79	0.00001	67	0.00001	46	0.00000
Streptomycetaceae	2062	F	8971	0.00036	72138	0.00333	20777	0.00097	24571	0.00072	6848	0.00078	4696	0.00055	11598	0.00057	6512	0.00044	20861	0.00141	14547	0.00112	9518	0.00094
Propionibacteriaceae	31957	F	2483	0.00010	15264	0.00070	4232	0.00020	5363	0.00016	1326	0.00015	1024	0.00012	2353	0.00011	1718	0.00012	4770	0.00032	2727	0.00021	2024	0.00020
Nocardioidaceae	85015	F	1718	0.00007	14584	0.00067	3843	0.00018	5065	0.00015	1228	0.00014	932	0.00011	2419	0.00012	1337	0.00009	4163	0.00028	3138	0.00024	1909	0.00019
Pseudonocardiaceae	2070	F	2007	0.00008	16589	0.00077	4963	0.00023	6391	0.00019	1740	0.00020	1152	0.00014	2874	0.00014	1516	0.00010	5151	0.00035	3580	0.00028	2264	0.00022
Micromonosporaceae	28056	F	1938	0.00008	15681	0.00072	4285	0.00020	5501	0.00016	1549	0.00018	930	0.00011	2312	0.00011	1268	0.00009	4683	0.00032	3083	0.00024	2097	0.00021
Streptosporangiaceae	2004	F	372	0.00002	3367	0.00016	826	0.00004	1258	0.00004	338	0.00004	172	0.00002	497	0.00002	337	0.00002	835	0.00006	659	0.00005	418	0.00004
Thermomonosporaceae	2012	F	375	0.00002	4100	0.00019	1048	0.00005	837	0.00002	337	0.00004	192	0.00002	483	0.00002	302	0.00002	862	0.00006	839	0.00006	427	0.00004
Nocardiopsaceae	83676	F	306	0.00001	3558	0.00016	758	0.00004	813	0.00002	190	0.00002	171	0.00002	453	0.00002	220	0.00001	668	0.00005	532	0.00004	283	0.00003
Candidatus Nanopelagicaceae	2162846	F	546	0.00002	994	0.00005	415	0.00002	681	0.00002	309	0.00004	361	0.00004	913	0.00004	464	0.00003	550	0.00004	484	0.00004	324	0.00003
Frankiaceae	74712	F	347	0.00001	2726	0.00013	949	0.00004	987	0.00003	344	0.00004	210	0.00002	506	0.00002	256	0.00002	785	0.00005	530	0.00004	380	0.00004
Nakamurellaceae	85031	F	250	0.00001	1219	0.00006	282	0.00001	336	0.00001	109	0.00001	103	0.00001	239	0.00001	133	0.00001	345	0.00002	323	0.00002	191	0.00002
Glycomycetaceae	85034	F	123	0.00000	733	0.00003	140	0.00001	99	0.00000	40	0.00000	28	0.00000	80	0.00000	102	0.00001	177	0.00001	74	0.00001	72	0.00001
Geodermatophilaceae	85030	F	91	0.00000	1346	0.00006	256	0.00001	357	0.00001	111	0.00001	68	0.00001	157	0.00001	76	0.00001	266	0.00002	246	0.00002	189	0.00002
Catenulisporaceae	414877	F	90	0.00000	1100	0.00005	217	0.00001	261	0.00001	93	0.00001	65	0.00001	118	0.00001	87	0.00001	293	0.00002	129	0.00001	89	0.00001
Jiangellaceae	1217100	F	71	0.00000	1469	0.00007	371	0.00002	294	0.00001	85	0.00001	71	0.00001	179	0.00001	70	0.00000	375	0.00003	267	0.00002	111	0.00001
Kineosporiaceae	83778	F	64	0.00000	377	0.00002	170	0.00001	319	0.00001	66	0.00001	39	0.00000	74	0.00000	16	0.00000	197	0.00001	109	0.00001	59	0.00001
Acidothermaceae	85032	F	60	0.00000	212	0.00001	122	0.00001	126	0.00000	50	0.00001	30	0.00000	46	0.00000	65	0.00000	160	0.00001	43	0.00000	26	0.00000
Actinopolysporaceae	622451	F	58	0.00000	324	0.00001	113	0.00001	32	0.00000	21	0.00000	20	0.00000	54	0.00000	20	0.00000	125	0.00001	38	0.00000	89	0.00001
Sporichthyaceae	85033	F	22	0.00000	299	0.00001	146	0.00001	116	0.00000	37	0.00000	12	0.00000	92	0.00000	28	0.00000	116	0.00001	71	0.00001	66	0.00001
Eggerthellaceae	1643826	F	549236	0.02226	503186	0.02322	173859	0.00811	488450	0.01431	138755	0.01582	78519	0.00925	207749	0.01014	261493	0.01760	119776	0.00809	94709	0.00732	60078	0.00592
Coriobacteriaceae	84107	F	7981	0.00032	415354	0.01917	1301152	0.06066	1461358	0.04281	625938	0.07135	10271	0.00121	25979	0.00127	589363	0.03966	775581	0.05236	585119	0.04522	116238	0.01145
Atopobiaceae	1643824	F	4937	0.00020	33937	0.00157	14627	0.00068	32818	0.00096	7091	0.00081	2264	0.00027	5322	0.00026	5358	0.00036	15706	0.00106	9477	0.00073	6001	0.00059
Rubrobacteraceae	84997	F	312	0.00001	2922	0.00013	626	0.00003	766	0.00002	294	0.00003	160	0.00002	378	0.00002	309	0.00002	632	0.00004	638	0.00005	360	0.00004
Baekduiaceae	2600303	F	75	0.00000	817	0.00004	269	0.00001	142	0.00000	36	0.00000	39	0.00000	101	0.00000	24	0.00000	168	0.00001	137	0.00001	74	0.00001
Conexibacteraceae	320583	F	168	0.00001	1102	0.00005	240	0.00001	461	0.00001	101	0.00001	44	0.00001	138	0.00001	145	0.00001	238	0.00002	221	0.00002	125	0.00001
Euzebyaceae	908622	F	69	0.00000	704	0.00003	212	0.00001	174	0.00001	72	0.00001	28	0.00000	73	0.00000	47	0.00000	143	0.00001	142	0.00001	62	0.00001
Egibacteraceae	1747769	F	27	0.00000	269	0.00001	107	0.00000	54	0.00000	26	0.00000	19	0.00000	57	0.00000	33	0.00000	90	0.00001	76	0.00001	37	0.00000
Egicoccaceae	1755824	F	27	0.00000	494	0.00002	75	0.00000	74	0.00000	23	0.00000	6	0.00000	36	0.00000	63	0.00000	96	0.00001	113	0.00001	71	0.00001
Iamiaceae	633392	F	51	0.00000	528	0.00002	115	0.00001	112	0.00000	41	0.00000	29	0.00000	71	0.00000	32	0.00000	127	0.00001	73	0.00001	46	0.00000
Ilumatobacteraceae	2448023	F	46	0.00000	418	0.00002	165	0.00001	329	0.00001	43	0.00000	19	0.00000	72	0.00000	27	0.00000	186	0.00001	127	0.00001	62	0.00001
Acidimicrobiaceae	84994	F	11	0.00000	282	0.00001	13	0.00000	15	0.00000	1	0.00000	10	0.00000	9	0.00000	7	0.00000	36	0.00000	32	0.00000	19	0.00000
Synechococcaceae	1890426	F	2517	0.00010	11576	0.00053	3768	0.00018	4997	0.00015	1639	0.00019	1148	0.00014	2709	0.00013	2291	0.00015	4227	0.00029	3001	0.00023	1964	0.00019
Leptolyngbyaceae	1890438	F	379	0.00002	766	0.00004	269	0.00001	584	0.00002	119	0.00001	181	0.00002	415	0.00002	232	0.00002	370	0.00002	267	0.00002	191	0.00002
Prochloraceae	1213	F	344	0.00001	877	0.00004	158	0.00001	384	0.00001	122	0.00001	94	0.00001	219	0.00001	327	0.00002	327	0.00002	421	0.00003	194	0.00002
Chamaesiphonaceae	1890431	F	158	0.00001	160	0.00001	30	0.00000	66	0.00000	19	0.00000	9	0.00000	26	0.00000	40	0.00000	71	0.00000	131	0.00001	41	0.00000
Pseudanabaenaceae	1890436	F	137	0.00001	329	0.00002	157	0.00001	293	0.00001	28	0.00000	38	0.00000	124	0.00001	152	0.00001	190	0.00001	151	0.00001	95	0.00001
Merismopediaceae	1890428	F	81	0.00000	296	0.00001	105	0.00000	180	0.00001	45	0.00001	47	0.00001	94	0.00000	86	0.00001	106	0.00001	110	0.00001	71	0.00001
Acaryochloridaceae	1890429	F	71	0.00000	159	0.00001	101	0.00000	49	0.00000	85	0.00001	84	0.00001	187	0.00001	45	0.00000	128	0.00001	31	0.00000	41	0.00000
Prochlorotrichaceae	2303730	F	70	0.00000	294	0.00001	130	0.00001	206	0.00001	78	0.00001	67	0.00001	228	0.00001	84	0.00001	149	0.00001	113	0.00001	46	0.00000
Oculatellaceae	2303507	F	64	0.00000	411	0.00002	144	0.00001	127	0.00000	12	0.00000	22	0.00000	98	0.00000	74	0.00000	91	0.00001	78	0.00001	29	0.00000
Oscillatoriaceae	1892254	F	515	0.00002	530	0.00002	165	0.00001	291	0.00001	116	0.00001	138	0.00002	285	0.00001	276	0.00002	270	0.00002	183	0.00001	117	0.00001
Microcoleaceae	1892252	F	440	0.00002	779	0.00004	357	0.00002	498	0.00001	160	0.00002	190	0.00002	448	0.00002	611	0.00004	358	0.00002	311	0.00002	178	0.00002
Coleofasciculaceae	1892251	F	311	0.00001	541	0.00002	200	0.00001	261	0.00001	79	0.00001	73	0.00001	220	0.00001	51	0.00000	153	0.00001	109	0.00001	65	0.00001
Gomontiellaceae	1892255	F	263	0.00001	93	0.00000	107	0.00000	206	0.00001	44	0.00001	56	0.00001	116	0.00001	119	0.00001	108	0.00001	55	0.00000	43	0.00000
Cyanothecaceae	1892249	F	105	0.00000	207	0.00001	77	0.00000	102	0.00000	56	0.00001	56	0.00001	99	0.00000	121	0.00001	53	0.00000	85	0.00001	64	0.00001
Aphanothecaceae	1890450	F	596	0.00002	1291	0.00006	403	0.00002	519	0.00002	166	0.00002	298	0.00004	745	0.00004	530	0.00004	545	0.00004	329	0.00003	274	0.00003
Chroococcaceae	1890464	F	363	0.00001	649	0.00003	215	0.00001	461	0.00001	100	0.00001	114	0.00001	333	0.00002	532	0.00004	359	0.00002	271	0.00002	211	0.00002
Cyanobacteriaceae	1890452	F	214	0.00001	145	0.00001	48	0.00000	168	0.00000	44	0.00001	31	0.00000	112	0.00001	98	0.00001	89	0.00001	74	0.00001	67	0.00001
Microcystaceae	1890449	F	155	0.00001	306	0.00001	90	0.00000	362	0.00001	57	0.00001	59	0.00001	115	0.00001	200	0.00001	103	0.00001	95	0.00001	81	0.00001
Nostocaceae	1162	F	1321	0.00005	2286	0.00011	802	0.00004	2110	0.00006	436	0.00005	426	0.00005	1165	0.00006	1382	0.00009	1369	0.00009	1221	0.00009	648	0.00006
Calotrichaceae	2661849	F	626	0.00003	1454	0.00007	436	0.00002	928	0.00003	161	0.00002	280	0.00003	688	0.00003	526	0.00004	645	0.00004	623	0.00005	387	0.00004
Aphanizomenonaceae	1892259	F	436	0.00002	610	0.00003	301	0.00001	493	0.00001	176	0.00002	157	0.00002	403	0.00002	365	0.00002	322	0.00002	444	0.00003	275	0.00003
Scytonemataceae	1182	F	121	0.00000	364	0.00002	64	0.00000	284	0.00001	44	0.00001	48	0.00001	94	0.00000	150	0.00001	98	0.00001	39	0.00000	53	0.00001
Rivulariaceae	1185	F	140	0.00001	281	0.00001	153	0.00001	126	0.00000	27	0.00000	72	0.00001	185	0.00001	205	0.00001	175	0.00001	99	0.00001	83	0.00001
Hapalosiphonaceae	1892263	F	126	0.00001	238	0.00001	218	0.00001	180	0.00001	35	0.00000	68	0.00001	155	0.00001	305	0.00002	110	0.00001	79	0.00001	48	0.00000
Tolypothrichaceae	119859	F	154	0.00001	114	0.00001	46	0.00000	182	0.00001	25	0.00000	26	0.00000	76	0.00000	171	0.00001	116	0.00001	53	0.00000	32	0.00000
Dermocarpellaceae	1890498	F	167	0.00001	310	0.00001	83	0.00000	111	0.00000	20	0.00000	67	0.00001	177	0.00001	93	0.00001	132	0.00001	62	0.00000	81	0.00001
Hyellaceae	1890500	F	57	0.00000	148	0.00001	90	0.00000	72	0.00000	50	0.00001	48	0.00001	179	0.00001	70	0.00000	106	0.00001	51	0.00000	35	0.00000
Gloeobacteraceae	1890422	F	196	0.00001	1068	0.00005	275	0.00001	382	0.00001	84	0.00001	77	0.00001	286	0.00001	111	0.00001	339	0.00002	188	0.00001	150	0.00001
Chroococcidiopsidaceae	1890528	F	65	0.00000	212	0.00001	157	0.00001	177	0.00001	8	0.00000	116	0.00001	201	0.00001	127	0.00001	310	0.00002	105	0.00001	51	0.00001
Gloeomargaritaceae	1955043	F	50	0.00000	255	0.00001	43	0.00000	76	0.00000	42	0.00000	11	0.00000	25	0.00000	25	0.00000	26	0.00000	112	0.00001	60	0.00001
Mycoplasmataceae	2092	F	2522	0.00010	9979	0.00046	1400	0.00007	3535	0.00010	1109	0.00013	1157	0.00014	2753	0.00013	3071	0.00021	3107	0.00021	2501	0.00019	1780	0.00018
Spiroplasmataceae	2131	F	934	0.00004	4492	0.00021	438	0.00002	1082	0.00003	360	0.00004	316	0.00004	870	0.00004	1192	0.00008	1293	0.00009	1527	0.00012	607	0.00006
Entomoplasmataceae	33925	F	360	0.00001	2007	0.00009	356	0.00002	498	0.00001	154	0.00002	154	0.00002	388	0.00002	623	0.00004	439	0.00003	446	0.00003	229	0.00002
Acholeplasmataceae	2146	F	957	0.00004	4780	0.00022	699	0.00003	1646	0.00005	421	0.00005	454	0.00005	1109	0.00005	1035	0.00007	1468	0.00010	1268	0.00010	713	0.00007
Dehalococcoidaceae	1202464	F	1544	0.00006	4490	0.00021	3577	0.00017	1070	0.00003	444	0.00005	242	0.00003	578	0.00003	1136	0.00008	980	0.00007	913	0.00007	837	0.00008
Anaerolineaceae	292628	F	535	0.00002	2318	0.00011	636	0.00003	1154	0.00003	303	0.00003	325	0.00004	770	0.00004	619	0.00004	892	0.00006	519	0.00004	283	0.00003
Chloroflexaceae	1106	F	214	0.00001	497	0.00002	223	0.00001	338	0.00001	78	0.00001	67	0.00001	189	0.00001	106	0.00001	179	0.00001	187	0.00001	126	0.00001
Roseiflexaceae	1508635	F	199	0.00001	1074	0.00005	366	0.00002	523	0.00002	120	0.00001	62	0.00001	205	0.00001	233	0.00002	370	0.00002	202	0.00002	172	0.00002
